epochs, val_loss, val_em_0_dec_FLAIR_loss, val_em_0_dec_MASK_loss, val_em_1_dec_FLAIR_loss, val_em_1_dec_MASK_loss, val_em_2_dec_FLAIR_loss, val_em_2_dec_MASK_loss, val_em_concat_loss
34,141.3184403181076,25.95290118834147,22.205916987932646,25.44049254231728,22.19337232204584,23.310987087339164,22.214769003482964
35,140.27744102386328,25.656289435006105,22.19764499251659,25.146763633793363,22.149279461915675,22.94625376405624,22.181210044026376
0,243.246225446348,32.15092883442457,48.61557379869314,33.96866358828086,48.65697558201276,31.23601109030155,48.61807293708508
1,234.9847923210034,30.285477765952628,48.71324114341002,29.94892459092074,48.923799401063185,28.37147475992813,48.74187387869908
36,141.6536149089153,26.17500499223287,22.195094803204903,25.41319247017337,22.176628549740865,23.50370668637065,22.189987081747788
2,240.32662692620204,31.600646854937075,48.71699650195929,33.1118983439528,48.80926105609307,29.404620436177805,48.68320331206689
37,147.91477256188026,25.960429881742368,24.730940400637113,24.83588819148449,24.858682181284976,22.800222861996065,24.72860941153306
3,229.12013044575087,28.759857655144653,48.614265792186444,28.318577934139913,48.59772265049128,26.219610599761527,48.61009629231233
38,142.89270183031377,26.36041424285907,21.575194494540874,27.52551929495351,21.582901872006747,24.253427353845193,21.59524510583052
4,231.09747507188183,29.22251243465222,48.566905351785515,28.909807076137245,48.53232624347393,27.308606434449196,48.55731706894361
39,142.7608197954985,26.188615424014056,22.110082216675465,26.553217697945925,22.191106427862096,23.59298662944482,22.124811052588317
5,226.23274062616895,28.6076587965478,48.800106928898735,26.137554489494338,48.62624739041695,25.401858120673122,48.659315065237195
40,155.5312305670518,28.323417562360948,23.337797655050572,28.367295013052914,25.016900728299067,26.015895662628687,24.46992408495683
6,225.50440530008996,28.058549282757134,48.614010920891396,26.582132099298963,48.60540060997009,25.067054331875763,48.57725754059278
41,144.61093460046328,26.60440198011123,22.184903285595087,27.220140626453436,22.28285286334845,24.070380285726145,22.248256855286083
7,228.62272552217428,28.888554064889536,48.70175504776148,27.808017457159274,48.57058866757613,26.119442333568273,48.53436833344973
42,161.63361578537868,30.838746978342535,23.619579877303195,30.884487914809814,23.589635970042302,29.03623971686197,23.664926248330335
8,228.27371764664466,28.595843457373288,50.22310769649653,25.98963012313504,48.59036650290856,24.678353515611246,50.196416166195505
43,142.93931325765757,27.209430641967515,22.641601448104932,26.21152060673787,21.377951822143334,24.045426642321623,21.453382486334213
